"customer_id","customer_name","order_id","product_id","product_name","category","sub_category","order_date","ship_date","ship_mode","segment","region","state","city","sales","order_month","order_year","quantity_orders","customer_id:1","customer_name:1","orders_quantity","orders_sum","avg_order","last_order","last_order_day","rfm_recency","rfm_frequency","rfm_monetary","rfm_cell","rfm_cell_string","rfm_segment"
DK-12835,Damala Kotsonis,CA-2018-139199,OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,"2018-12-09 00:00:00","2018-12-13 00:00:00",Standard Class,Corporate,Central,Michigan,Detroit,12.96,12,2018,5,DK-12835,Damala Kotsonis,5,1669.73,139.14,"2018-12-09 00:00:00",21,1,4,4,9,"144",Новые клиенты
KN-16390,Katherine Nockton,CA-2018-164959,OFF-LA-10004272,Avery 482,Office Supplies,Labels,"2018-07-11 00:00:00","2018-07-15 00:00:00",Standard Class,Corporate,West,California,Los Angeles,8.67,7,2018,5,KN-16390,Katherine Nockton,5,988.0,123.5,"2018-12-11 00:00:00",19,1,4,3,8,"143",Новые клиенты
CG-12040,Catherine Glotzbach,US-2018-104955,OFF-LA-10003121,Avery 506,Office Supplies,Labels,"2018-03-19 00:00:00","2018-03-24 00:00:00",Standard Class,Home Office,East,New York,New York City,28.91,3,2018,2,CG-12040,Catherine Glotzbach,2,47.15,23.57,"2018-11-11 00:00:00",49,2,2,1,5,"221",Лояльные клиенты
KD-16345,Katherine Ducich,CA-2018-121468,TEC-PH-10000376,Square Credit Card Reader,Technology,Phones,"2018-11-19 00:00:00","2018-11-20 00:00:00",First Class,Consumer,West,California,Westminster,31.97,11,2018,2,KD-16345,Katherine Ducich,2,83.28,41.64,"2018-11-19 00:00:00",41,2,2,1,5,"221",Лояльные клиенты
DW-13540,Don Weiss,CA-2018-101210,OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,"2018-08-25 00:00:00","2018-08-28 00:00:00",Second Class,Consumer,South,Tennessee,Jackson,9.73,8,2018,3,DW-13540,Don Weiss,3,239.85,34.26,"2018-09-23 00:00:00",98,3,3,2,8,"332",Спящие клиенты
DW-13540,Don Weiss,CA-2018-101210,OFF-PA-10000130,Xerox 199,Office Supplies,Paper,"2018-08-25 00:00:00","2018-08-28 00:00:00",Second Class,Consumer,South,Tennessee,Jackson,3.42,8,2018,3,DW-13540,Don Weiss,3,239.85,34.26,"2018-09-23 00:00:00",98,3,3,2,8,"332",Спящие клиенты
DL-13495,Dionis Lloyd,CA-2018-151911,OFF-EN-10002986,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,"2018-04-30 00:00:00","2018-05-05 00:00:00",Second Class,Corporate,East,New York,New York City,62.96,4,2018,4,DL-13495,Dionis Lloyd,4,2123.84,424.77,"2018-10-15 00:00:00",76,3,4,4,11,"344",Спящие клиенты
TS-21370,Todd Sumrall,CA-2018-166436,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,"2018-11-24 00:00:00","2018-11-28 00:00:00",Standard Class,Corporate,East,New York,New York City,5.88,11,2018,3,TS-21370,Todd Sumrall,3,6702.29,1117.05,"2018-11-24 00:00:00",36,2,4,4,10,"244",Лояльные клиенты
TS-21370,Todd Sumrall,CA-2018-166436,FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,"2018-11-24 00:00:00","2018-11-28 00:00:00",Standard Class,Corporate,East,New York,New York City,977.29,11,2018,3,TS-21370,Todd Sumrall,3,6702.29,1117.05,"2018-11-24 00:00:00",36,2,4,4,10,"244",Лояльные клиенты
JW-15220,Jane Waco,CA-2018-139661,FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,"2018-10-30 00:00:00","2018-11-03 00:00:00",Standard Class,Corporate,West,Washington,Vancouver,9.64,10,2018,4,JW-15220,Jane Waco,4,5384.54,897.42,"2018-11-18 00:00:00",42,2,4,4,10,"244",Лояльные клиенты
JD-15790,John Dryer,CA-2018-152485,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,"2018-09-04 00:00:00","2018-09-08 00:00:00",Standard Class,Consumer,Central,Texas,Coppell,10.19,9,2018,2,JD-15790,John Dryer,2,50.78,12.7,"2018-09-04 00:00:00",117,3,2,1,6,"321",Спящие клиенты
JD-15790,John Dryer,CA-2018-152485,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies,Storage,"2018-09-04 00:00:00","2018-09-08 00:00:00",Standard Class,Consumer,Central,Texas,Coppell,16.78,9,2018,2,JD-15790,John Dryer,2,50.78,12.7,"2018-09-04 00:00:00",117,3,2,1,6,"321",Спящие клиенты
JD-15790,John Dryer,CA-2018-152485,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,"2018-09-04 00:00:00","2018-09-08 00:00:00",Standard Class,Consumer,Central,Texas,Coppell,13.12,9,2018,2,JD-15790,John Dryer,2,50.78,12.7,"2018-09-04 00:00:00",117,3,2,1,6,"321",Спящие клиенты
NG-18430,Nathan Gelder,CA-2018-130386,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,"2018-11-12 00:00:00","2018-11-18 00:00:00",Standard Class,Consumer,Central,Texas,Austin,16.06,11,2018,1,NG-18430,Nathan Gelder,1,779.17,259.72,"2018-11-12 00:00:00",48,2,1,3,6,"213",Лояльные клиенты
NG-18430,Nathan Gelder,CA-2018-130386,OFF-PA-10003823,Xerox 197,Office Supplies,Paper,"2018-11-12 00:00:00","2018-11-18 00:00:00",Standard Class,Consumer,Central,Texas,Austin,223.06,11,2018,1,NG-18430,Nathan Gelder,1,779.17,259.72,"2018-11-12 00:00:00",48,2,1,3,6,"213",Лояльные клиенты
NG-18430,Nathan Gelder,CA-2018-130386,OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,"2018-11-12 00:00:00","2018-11-18 00:00:00",Standard Class,Consumer,Central,Texas,Austin,540.05,11,2018,1,NG-18430,Nathan Gelder,1,779.17,259.72,"2018-11-12 00:00:00",48,2,1,3,6,"213",Лояльные клиенты
AR-10540,Andy Reiter,CA-2018-154935,OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,"2018-12-24 00:00:00","2018-12-29 00:00:00",Standard Class,Consumer,East,New York,New York City,17.88,12,2018,2,AR-10540,Andy Reiter,2,5820.58,1455.14,"2018-12-24 00:00:00",6,1,3,4,8,"134",Новые клиенты
LS-16975,Lindsay Shagiari,CA-2018-108294,OFF-BI-10004965,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Binders,"2018-12-10 00:00:00","2018-12-10 00:00:00",Same Day,Home Office,Central,Nebraska,Omaha,34.5,12,2018,3,LS-16975,Lindsay Shagiari,3,1362.59,136.26,"2018-12-10 00:00:00",20,1,3,4,8,"134",Новые клиенты
JM-15535,Jessica Myrick,CA-2018-103611,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings,"2018-09-12 00:00:00","2018-09-15 00:00:00",First Class,Consumer,West,California,Los Angeles,8.36,9,2018,2,JM-15535,Jessica Myrick,2,40.76,20.38,"2018-09-19 00:00:00",102,3,2,1,6,"321",Спящие клиенты
NH-18610,Nicole Hansen,CA-2018-100384,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,"2018-06-24 00:00:00","2018-07-01 00:00:00",Standard Class,Corporate,West,California,Pomona,385.6,6,2018,3,NH-18610,Nicole Hansen,3,2248.14,449.63,"2018-06-24 00:00:00",189,4,4,4,12,"444",Потерянные клиенты
NH-18610,Nicole Hansen,CA-2018-100384,OFF-AR-10003514,"4009 Highlighters by Sanford",Office Supplies,Art,"2018-06-24 00:00:00","2018-07-01 00:00:00",Standard Class,Corporate,West,California,Pomona,35.82,6,2018,3,NH-18610,Nicole Hansen,3,2248.14,449.63,"2018-06-24 00:00:00",189,4,4,4,12,"444",Потерянные клиенты
RA-19915,Russell Applegate,CA-2018-112809,OFF-ST-10002276,Safco Steel Mobile File Cart,Office Supplies,Storage,"2018-08-18 00:00:00","2018-08-22 00:00:00",Standard Class,Consumer,Central,Texas,Dallas,200.06,8,2018,2,RA-19915,Russell Applegate,2,514.66,85.78,"2018-12-18 00:00:00",12,1,2,2,5,"122",Новые клиенты
RA-19915,Russell Applegate,CA-2018-112809,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,"2018-08-18 00:00:00","2018-08-22 00:00:00",Standard Class,Consumer,Central,Texas,Dallas,21.38,8,2018,2,RA-19915,Russell Applegate,2,514.66,85.78,"2018-12-18 00:00:00",12,1,2,2,5,"122",Новые клиенты
RA-19915,Russell Applegate,CA-2018-112809,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,"2018-08-18 00:00:00","2018-08-22 00:00:00",Standard Class,Consumer,Central,Texas,Dallas,6.74,8,2018,2,RA-19915,Russell Applegate,2,514.66,85.78,"2018-12-18 00:00:00",12,1,2,2,5,"122",Новые клиенты
AI-10855,Arianne Irving,US-2018-160759,FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,"2018-12-11 00:00:00","2018-12-17 00:00:00",Standard Class,Consumer,East,Pennsylvania,Philadelphia,63.69,12,2018,4,AI-10855,Arianne Irving,4,581.64,145.41,"2018-12-17 00:00:00",13,1,4,2,7,"142",Новые клиенты
MC-17845,Michael Chen,CA-2018-148446,FUR-TA-10004256,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,"2018-12-10 00:00:00","2018-12-14 00:00:00",Second Class,Consumer,West,Nevada,North Las Vegas,1669.6,12,2018,3,MC-17845,Michael Chen,3,2105.22,526.3,"2018-12-29 00:00:00",1,1,4,4,9,"144",Новые клиенты
VW-21775,Victoria Wilson,CA-2018-116204,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,"2018-02-11 00:00:00","2018-02-14 00:00:00",Second Class,Corporate,West,California,San Francisco,21.34,2,2018,3,VW-21775,Victoria Wilson,3,1947.08,389.42,"2018-12-02 00:00:00",28,2,4,4,10,"244",Лояльные клиенты
PL-18925,Paul Lucas,CA-2018-109946,OFF-AR-10001419,Newell 325,Office Supplies,Art,"2018-04-16 00:00:00","2018-04-21 00:00:00",Standard Class,Home Office,Central,Illinois,Chicago,16.52,4,2018,3,PL-18925,Paul Lucas,3,89.71,17.94,"2018-12-15 00:00:00",15,1,3,1,5,"131",Новые клиенты
JF-15490,Jeremy Farry,CA-2018-159884,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,"2018-08-31 00:00:00","2018-09-05 00:00:00",Standard Class,Consumer,West,Arizona,Tempe,10.74,8,2018,3,JF-15490,Jeremy Farry,3,33.01,8.25,"2018-08-31 00:00:00",121,4,3,1,8,"431",Потерянные клиенты
JF-15490,Jeremy Farry,CA-2018-159884,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,"2018-08-31 00:00:00","2018-09-05 00:00:00",Standard Class,Consumer,West,Arizona,Tempe,8.38,8,2018,3,JF-15490,Jeremy Farry,3,33.01,8.25,"2018-08-31 00:00:00",121,4,3,1,8,"431",Потерянные клиенты
MP-18175,Mike Pelletier,CA-2018-124086,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,"2018-02-10 00:00:00","2018-02-14 00:00:00",Standard Class,Home Office,West,California,Laguna Niguel,203.98,2,2018,3,MP-18175,Mike Pelletier,3,460.71,65.82,"2018-12-14 00:00:00",16,1,3,2,6,"132",Новые клиенты
CL-11890,Carl Ludwig,CA-2018-121888,TEC-PH-10000439,GE DSL Phone Line Filter,Technology,Phones,"2018-09-15 00:00:00","2018-09-17 00:00:00",Second Class,Consumer,East,Massachusetts,Everett,39.99,9,2018,2,CL-11890,Carl Ludwig,2,1121.72,224.34,"2018-09-15 00:00:00",106,3,3,3,9,"333",Спящие клиенты
CL-11890,Carl Ludwig,CA-2018-121888,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,"2018-09-15 00:00:00","2018-09-17 00:00:00",Second Class,Consumer,East,Massachusetts,Everett,16.28,9,2018,2,CL-11890,Carl Ludwig,2,1121.72,224.34,"2018-09-15 00:00:00",106,3,3,3,9,"333",Спящие клиенты
CL-11890,Carl Ludwig,CA-2018-121888,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,"2018-09-15 00:00:00","2018-09-17 00:00:00",Second Class,Consumer,East,Massachusetts,Everett,782.94,9,2018,2,CL-11890,Carl Ludwig,2,1121.72,224.34,"2018-09-15 00:00:00",106,3,3,3,9,"333",Спящие клиенты
CL-11890,Carl Ludwig,CA-2018-121888,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,"2018-09-15 00:00:00","2018-09-17 00:00:00",Second Class,Consumer,East,Massachusetts,Everett,242.48,9,2018,2,CL-11890,Carl Ludwig,2,1121.72,224.34,"2018-09-15 00:00:00",106,3,3,3,9,"333",Спящие клиенты
ME-17320,Maria Etezadi,US-2018-124926,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,"2018-11-13 00:00:00","2018-11-18 00:00:00",Second Class,Home Office,Central,Texas,Houston,9.32,11,2018,5,ME-17320,Maria Etezadi,5,874.4,145.73,"2018-11-18 00:00:00",42,2,4,3,9,"243",Лояльные клиенты
BO-11425,Bobby Odegard,CA-2018-158386,OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,"2018-10-16 00:00:00","2018-10-21 00:00:00",Standard Class,Consumer,South,Kentucky,Richmond,124.75,10,2018,1,BO-11425,Bobby Odegard,1,124.75,124.75,"2018-10-16 00:00:00",75,3,1,1,5,"311",Спящие клиенты
AB-10150,Aimee Bixby,CA-2018-120761,TEC-AC-10000171,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,"2018-09-04 00:00:00","2018-09-08 00:00:00",Standard Class,Consumer,East,New York,Long Beach,91.96,9,2018,2,AB-10150,Aimee Bixby,2,230.66,46.13,"2018-11-19 00:00:00",41,2,2,2,6,"222",Лояльные клиенты
CS-12400,Christopher Schild,CA-2018-107293,OFF-AR-10003732,Newell 333,Office Supplies,Art,"2018-09-05 00:00:00","2018-09-06 00:00:00",First Class,Home Office,West,Washington,Seattle,2.78,9,2018,5,CS-12400,Christopher Schild,5,2298.29,229.83,"2018-12-28 00:00:00",2,1,4,4,9,"144",Новые клиенты
SG-20470,Sheri Gordon,US-2018-102890,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,"2018-06-30 00:00:00","2018-06-30 00:00:00",Same Day,Consumer,East,New York,New York City,1044.63,6,2018,1,SG-20470,Sheri Gordon,1,1044.63,1044.63,"2018-06-30 00:00:00",183,4,2,3,9,"423",Потерянные клиенты
DV-13465,Dianna Vittorini,US-2018-152002,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,"2018-06-11 00:00:00","2018-06-11 00:00:00",Same Day,Consumer,West,California,Los Angeles,122.97,6,2018,2,DV-13465,Dianna Vittorini,2,1143.23,190.54,"2018-12-01 00:00:00",29,2,3,3,8,"233",Лояльные клиенты
AH-10075,Adam Hart,CA-2018-165029,OFF-AR-10003504,Newell 347,Office Supplies,Art,"2018-11-26 00:00:00","2018-11-30 00:00:00",Standard Class,Corporate,South,Georgia,Atlanta,12.84,11,2018,5,AH-10075,Adam Hart,5,1921.01,160.08,"2018-11-26 00:00:00",34,2,4,4,10,"244",Лояльные клиенты
MD-17350,Maribeth Dona,CA-2018-149181,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,"2018-05-08 00:00:00","2018-05-12 00:00:00",Standard Class,Consumer,East,Ohio,Columbus,47.99,5,2018,3,MD-17350,Maribeth Dona,3,1031.11,171.85,"2018-09-04 00:00:00",117,3,3,3,9,"333",Спящие клиенты
MY-17380,Maribeth Yedwab,CA-2018-132234,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,"2018-10-16 00:00:00","2018-10-18 00:00:00",First Class,Corporate,East,New York,New York City,547.3,10,2018,5,MY-17380,Maribeth Yedwab,5,1374.22,196.32,"2018-12-01 00:00:00",29,2,4,4,10,"244",Лояльные клиенты
AB-10150,Aimee Bixby,CA-2018-158876,OFF-PA-10000308,Xerox 1901,Office Supplies,Paper,"2018-11-19 00:00:00","2018-11-21 00:00:00",Second Class,Consumer,Central,Texas,Carrollton,16.9,11,2018,2,AB-10150,Aimee Bixby,2,230.66,46.13,"2018-11-19 00:00:00",41,2,2,2,6,"222",Лояльные клиенты
AB-10150,Aimee Bixby,CA-2018-158876,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,"2018-11-19 00:00:00","2018-11-21 00:00:00",Second Class,Consumer,Central,Texas,Carrollton,6.67,11,2018,2,AB-10150,Aimee Bixby,2,230.66,46.13,"2018-11-19 00:00:00",41,2,2,2,6,"222",Лояльные клиенты
AB-10150,Aimee Bixby,CA-2018-158876,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,"2018-11-19 00:00:00","2018-11-21 00:00:00",Second Class,Consumer,Central,Texas,Carrollton,99.14,11,2018,2,AB-10150,Aimee Bixby,2,230.66,46.13,"2018-11-19 00:00:00",41,2,2,2,6,"222",Лояльные клиенты
AB-10150,Aimee Bixby,CA-2018-158876,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,"2018-11-19 00:00:00","2018-11-21 00:00:00",Second Class,Consumer,Central,Texas,Carrollton,15.99,11,2018,2,AB-10150,Aimee Bixby,2,230.66,46.13,"2018-11-19 00:00:00",41,2,2,2,6,"222",Лояльные клиенты
ME-17725,Max Engle,CA-2018-116645,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,"2018-11-30 00:00:00","2018-12-04 00:00:00",Standard Class,Consumer,East,Delaware,Newark,155.94,11,2018,4,ME-17725,Max Engle,4,1607.82,267.97,"2018-12-02 00:00:00",28,2,4,4,10,"244",Лояльные клиенты
YS-21880,Yana Sorensen,CA-2018-138380,OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,"2018-12-21 00:00:00","2018-12-25 00:00:00",Standard Class,Corporate,West,California,Oakland,1000.02,12,2018,5,YS-21880,Yana Sorensen,5,5340.26,762.89,"2018-12-21 00:00:00",9,1,4,4,9,"144",Новые клиенты
JC-15385,Jenna Caffey,CA-2018-108560,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,"2018-07-08 00:00:00","2018-07-15 00:00:00",Standard Class,Consumer,West,Washington,Kent,198.46,7,2018,1,JC-15385,Jenna Caffey,1,1058.11,264.53,"2018-07-08 00:00:00",175,4,2,3,9,"423",Потерянные клиенты
JC-15385,Jenna Caffey,CA-2018-108560,OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,"2018-07-08 00:00:00","2018-07-15 00:00:00",Standard Class,Consumer,West,Washington,Kent,786.48,7,2018,1,JC-15385,Jenna Caffey,1,1058.11,264.53,"2018-07-08 00:00:00",175,4,2,3,9,"423",Потерянные клиенты
JC-15385,Jenna Caffey,CA-2018-108560,OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,"2018-07-08 00:00:00","2018-07-15 00:00:00",Standard Class,Consumer,West,Washington,Kent,23.17,7,2018,1,JC-15385,Jenna Caffey,1,1058.11,264.53,"2018-07-08 00:00:00",175,4,2,3,9,"423",Потерянные клиенты
JC-15385,Jenna Caffey,CA-2018-108560,TEC-AC-10003063,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,"2018-07-08 00:00:00","2018-07-15 00:00:00",Standard Class,Consumer,West,Washington,Kent,50.0,7,2018,1,JC-15385,Jenna Caffey,1,1058.11,264.53,"2018-07-08 00:00:00",175,4,2,3,9,"423",Потерянные клиенты
AS-10240,Alan Shonely,CA-2018-101049,FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,"2018-06-21 00:00:00","2018-06-25 00:00:00",Second Class,Consumer,East,Ohio,Cleveland,17.92,6,2018,1,AS-10240,Alan Shonely,1,59.18,29.59,"2018-06-21 00:00:00",192,4,1,1,6,"411",Потерянные клиенты
AS-10240,Alan Shonely,CA-2018-101049,OFF-BI-10001510,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,Binders,"2018-06-21 00:00:00","2018-06-25 00:00:00",Second Class,Consumer,East,Ohio,Cleveland,41.26,6,2018,1,AS-10240,Alan Shonely,1,59.18,29.59,"2018-06-21 00:00:00",192,4,1,1,6,"411",Потерянные клиенты
CD-12280,Christina DeMoss,US-2018-132444,OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,"2018-11-18 00:00:00","2018-11-21 00:00:00",First Class,Consumer,West,Washington,Seattle,169.68,11,2018,2,CD-12280,Christina DeMoss,2,1205.58,92.74,"2018-11-18 00:00:00",42,2,3,3,8,"233",Лояльные клиенты
CD-12280,Christina DeMoss,US-2018-132444,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,"2018-11-18 00:00:00","2018-11-21 00:00:00",First Class,Consumer,West,Washington,Seattle,132.52,11,2018,2,CD-12280,Christina DeMoss,2,1205.58,92.74,"2018-11-18 00:00:00",42,2,3,3,8,"233",Лояльные клиенты
CD-12280,Christina DeMoss,US-2018-132444,OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,"2018-11-18 00:00:00","2018-11-21 00:00:00",First Class,Consumer,West,Washington,Seattle,2.96,11,2018,2,CD-12280,Christina DeMoss,2,1205.58,92.74,"2018-11-18 00:00:00",42,2,3,3,8,"233",Лояльные клиенты
CD-12280,Christina DeMoss,US-2018-132444,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,"2018-11-18 00:00:00","2018-11-21 00:00:00",First Class,Consumer,West,Washington,Seattle,8.45,11,2018,2,CD-12280,Christina DeMoss,2,1205.58,92.74,"2018-11-18 00:00:00",42,2,3,3,8,"233",Лояльные клиенты
CD-12280,Christina DeMoss,US-2018-132444,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,"2018-11-18 00:00:00","2018-11-21 00:00:00",First Class,Consumer,West,Washington,Seattle,95.94,11,2018,2,CD-12280,Christina DeMoss,2,1205.58,92.74,"2018-11-18 00:00:00",42,2,3,3,8,"233",Лояльные клиенты
TH-21100,Thea Hendricks,CA-2018-161809,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,Technology,Phones,"2018-01-20 00:00:00","2018-01-26 00:00:00",Standard Class,Consumer,West,California,Los Angeles,160.78,1,2018,1,TH-21100,Thea Hendricks,1,160.78,160.78,"2018-01-20 00:00:00",344,4,1,1,6,"411",Потерянные клиенты
MM-18055,Michelle Moray,CA-2018-127285,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,"2018-10-30 00:00:00","2018-11-06 00:00:00",Standard Class,Consumer,West,Washington,Seattle,88.75,10,2018,4,MM-18055,Michelle Moray,4,1678.75,186.53,"2018-10-30 00:00:00",61,3,4,4,11,"344",Спящие клиенты
MM-18055,Michelle Moray,CA-2018-127285,OFF-BI-10002072,Cardinal Slant-D Ring Binders,Office Supplies,Binders,"2018-10-30 00:00:00","2018-11-06 00:00:00",Standard Class,Consumer,West,Washington,Seattle,13.9,10,2018,4,MM-18055,Michelle Moray,4,1678.75,186.53,"2018-10-30 00:00:00",61,3,4,4,11,"344",Спящие клиенты
QJ-19255,Quincy Jones,CA-2018-144526,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,"2018-04-30 00:00:00","2018-05-06 00:00:00",Standard Class,Corporate,East,Pennsylvania,Philadelphia,677.58,4,2018,2,QJ-19255,Quincy Jones,2,896.51,298.84,"2018-12-05 00:00:00",25,1,2,3,6,"123",Новые клиенты
QJ-19255,Quincy Jones,CA-2018-144526,OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,"2018-04-30 00:00:00","2018-05-06 00:00:00",Standard Class,Corporate,East,Pennsylvania,Philadelphia,13.9,4,2018,2,QJ-19255,Quincy Jones,2,896.51,298.84,"2018-12-05 00:00:00",25,1,2,3,6,"123",Новые клиенты
RD-19480,Rick Duston,CA-2018-159457,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Technology,Phones,"2018-10-19 00:00:00","2018-10-26 00:00:00",Standard Class,Consumer,Central,Texas,Houston,16.68,10,2018,3,RD-19480,Rick Duston,3,2172.2,241.36,"2018-10-19 00:00:00",72,3,4,4,11,"344",Спящие клиенты
RD-19585,Rob Dowd,CA-2018-111647,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,"2018-07-03 00:00:00","2018-07-07 00:00:00",Standard Class,Consumer,Central,Texas,Plano,167.97,7,2018,3,RD-19585,Rob Dowd,3,261.11,87.04,"2018-07-03 00:00:00",180,4,3,2,9,"432",Потерянные клиенты
DK-12835,Damala Kotsonis,CA-2018-149489,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Office Supplies,Appliances,"2018-04-24 00:00:00","2018-04-27 00:00:00",First Class,Corporate,East,Pennsylvania,Philadelphia,99.28,4,2018,5,DK-12835,Damala Kotsonis,5,1669.73,139.14,"2018-12-09 00:00:00",21,1,4,4,9,"144",Новые клиенты
DK-12835,Damala Kotsonis,CA-2018-149489,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,"2018-04-24 00:00:00","2018-04-27 00:00:00",First Class,Corporate,East,Pennsylvania,Philadelphia,1.19,4,2018,5,DK-12835,Damala Kotsonis,5,1669.73,139.14,"2018-12-09 00:00:00",21,1,4,4,9,"144",Новые клиенты
DK-12835,Damala Kotsonis,CA-2018-149489,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,"2018-04-24 00:00:00","2018-04-27 00:00:00",First Class,Corporate,East,Pennsylvania,Philadelphia,7.52,4,2018,5,DK-12835,Damala Kotsonis,5,1669.73,139.14,"2018-12-09 00:00:00",21,1,4,4,9,"144",Новые клиенты
AW-10840,Anthony Witt,CA-2018-143798,OFF-PA-10000788,Xerox 210,Office Supplies,Paper,"2018-12-10 00:00:00","2018-12-12 00:00:00",First Class,Consumer,East,Pennsylvania,Philadelphia,10.37,12,2018,2,AW-10840,Anthony Witt,2,606.23,121.25,"2018-12-10 00:00:00",20,1,2,3,6,"123",Новые клиенты
AW-10840,Anthony Witt,CA-2018-143798,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,"2018-12-10 00:00:00","2018-12-12 00:00:00",First Class,Consumer,East,Pennsylvania,Philadelphia,310.88,12,2018,2,AW-10840,Anthony Witt,2,606.23,121.25,"2018-12-10 00:00:00",20,1,2,3,6,"123",Новые клиенты
