"customer_id","customer_name","order_id","product_id","product_name","category","sub_category","order_date","ship_date","ship_mode","segment","region","state","city","sales","order_month","order_year","quantity_orders","customer_id:1","customer_name:1","orders_quantity","orders_sum","avg_order","last_order","last_order_day","rfm_recency","rfm_frequency","rfm_monetary","rfm_cell","rfm_cell_string","rfm_segment"
CG-12040,Catherine Glotzbach,CA-2017-140081,OFF-PA-10001870,Xerox 202,Office Supplies,Paper,"2017-06-20 00:00:00","2017-06-24 00:00:00",Standard Class,Home Office,East,Pennsylvania,Philadelphia,15.55,6,2017,3,CG-12040,Catherine Glotzbach,3,845.57,140.93,"2017-10-24 00:00:00",68,2,4,3,9,"243",Лояльные клиенты
CG-12040,Catherine Glotzbach,CA-2017-140081,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,"2017-06-20 00:00:00","2017-06-24 00:00:00",Standard Class,Home Office,East,Pennsylvania,Philadelphia,447.7,6,2017,3,CG-12040,Catherine Glotzbach,3,845.57,140.93,"2017-10-24 00:00:00",68,2,4,3,9,"243",Лояльные клиенты
KC-16255,Karen Carlisle,CA-2017-105760,OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,"2017-06-19 00:00:00","2017-06-20 00:00:00",First Class,Corporate,West,California,San Francisco,17.12,6,2017,3,KC-16255,Karen Carlisle,3,1401.86,467.29,"2017-11-18 00:00:00",43,2,4,4,10,"244",Лояльные клиенты
RW-19630,Rob Williams,CA-2017-142958,OFF-BI-10001759,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,Binders,"2017-12-13 00:00:00","2017-12-20 00:00:00",Standard Class,Corporate,West,California,Torrance,6.1,12,2017,5,RW-19630,Rob Williams,5,2229.27,222.93,"2017-12-13 00:00:00",18,1,4,4,9,"144",Новые клиенты
RW-19630,Rob Williams,CA-2017-142958,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,"2017-12-13 00:00:00","2017-12-20 00:00:00",Standard Class,Corporate,West,California,Torrance,1114.27,12,2017,5,RW-19630,Rob Williams,5,2229.27,222.93,"2017-12-13 00:00:00",18,1,4,4,9,"144",Новые клиенты
CV-12805,Cynthia Voltz,CA-2017-120859,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,"2017-09-01 00:00:00","2017-09-04 00:00:00",First Class,Corporate,West,California,San Francisco,21.88,9,2017,2,CV-12805,Cynthia Voltz,2,1035.67,172.61,"2017-09-01 00:00:00",121,3,3,3,9,"333",Спящие клиенты
RW-19690,Robert Waldorf,CA-2017-145499,OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,"2017-05-30 00:00:00","2017-05-31 00:00:00",First Class,Consumer,South,North Carolina,Wilmington,3.28,5,2017,1,RW-19690,Robert Waldorf,1,3.28,3.28,"2017-05-30 00:00:00",215,4,1,1,6,"411",Потерянные клиенты
EB-13870,Emily Burns,CA-2017-144939,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,"2017-10-03 00:00:00","2017-10-08 00:00:00",Standard Class,Consumer,East,New York,New York City,599.29,10,2017,2,EB-13870,Emily Burns,2,639.97,319.98,"2017-12-09 00:00:00",22,1,3,3,7,"133",Новые клиенты
TS-21610,Troy Staebel,CA-2017-110023,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,"2017-09-09 00:00:00","2017-09-11 00:00:00",First Class,Consumer,East,New York,New York City,14.62,9,2017,2,TS-21610,Troy Staebel,2,310.02,155.01,"2017-09-17 00:00:00",105,3,3,2,8,"332",Спящие клиенты
RF-19735,Roland Fjeld,CA-2017-105585,OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,"2017-08-26 00:00:00","2017-08-27 00:00:00",First Class,Consumer,West,California,San Jose,10.23,8,2017,2,RF-19735,Roland Fjeld,2,525.11,175.04,"2017-08-26 00:00:00",127,3,3,3,9,"333",Спящие клиенты
RF-19735,Roland Fjeld,CA-2017-105585,OFF-PA-10003625,Xerox 1979,Office Supplies,Paper,"2017-08-26 00:00:00","2017-08-27 00:00:00",First Class,Consumer,West,California,San Jose,154.9,8,2017,2,RF-19735,Roland Fjeld,2,525.11,175.04,"2017-08-26 00:00:00",127,3,3,3,9,"333",Спящие клиенты
FM-14290,Frank Merwin,CA-2017-155488,OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,"2017-11-13 00:00:00","2017-11-17 00:00:00",Standard Class,Home Office,West,Washington,Vancouver,44.02,11,2017,3,FM-14290,Frank Merwin,3,1561.47,312.29,"2017-12-23 00:00:00",8,1,4,4,9,"144",Новые клиенты
DE-13255,Deanra Eno,CA-2017-126529,OFF-PA-10001166,Xerox 2,Office Supplies,Paper,"2017-01-11 00:00:00","2017-01-13 00:00:00",Second Class,Home Office,East,Ohio,Springfield,15.55,1,2017,1,DE-13255,Deanra Eno,1,94.45,31.48,"2017-01-11 00:00:00",354,4,1,1,6,"411",Потерянные клиенты
DE-13255,Deanra Eno,CA-2017-126529,OFF-PA-10003656,Xerox 1935,Office Supplies,Paper,"2017-01-11 00:00:00","2017-01-13 00:00:00",Second Class,Home Office,East,Ohio,Springfield,63.31,1,2017,1,DE-13255,Deanra Eno,1,94.45,31.48,"2017-01-11 00:00:00",354,4,1,1,6,"411",Потерянные клиенты
DE-13255,Deanra Eno,CA-2017-126529,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,"2017-01-11 00:00:00","2017-01-13 00:00:00",Second Class,Home Office,East,Ohio,Springfield,15.59,1,2017,1,DE-13255,Deanra Eno,1,94.45,31.48,"2017-01-11 00:00:00",354,4,1,1,6,"411",Потерянные клиенты
AG-10390,Allen Goldenen,CA-2017-109820,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,"2017-11-20 00:00:00","2017-11-22 00:00:00",First Class,Consumer,East,Ohio,Cincinnati,15.7,11,2017,2,AG-10390,Allen Goldenen,2,37.46,9.37,"2017-12-01 00:00:00",30,1,2,1,4,"121",Новые клиенты
AG-10390,Allen Goldenen,CA-2017-109820,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,"2017-11-20 00:00:00","2017-11-22 00:00:00",First Class,Consumer,East,Ohio,Cincinnati,2.63,11,2017,2,AG-10390,Allen Goldenen,2,37.46,9.37,"2017-12-01 00:00:00",30,1,2,1,4,"121",Новые клиенты
AG-10390,Allen Goldenen,CA-2017-109820,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,"2017-11-20 00:00:00","2017-11-22 00:00:00",First Class,Consumer,East,Ohio,Cincinnati,14.43,11,2017,2,AG-10390,Allen Goldenen,2,37.46,9.37,"2017-12-01 00:00:00",30,1,2,1,4,"121",Новые клиенты
EL-13735,Ed Ludwig,CA-2017-113061,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,"2017-04-22 00:00:00","2017-04-26 00:00:00",Standard Class,Home Office,Central,Missouri,Jefferson City,86.62,4,2017,1,EL-13735,Ed Ludwig,1,86.62,86.62,"2017-04-22 00:00:00",253,4,1,1,6,"411",Потерянные клиенты
RD-19660,Robert Dilbeck,CA-2017-127670,FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,"2017-03-20 00:00:00","2017-03-24 00:00:00",Standard Class,Home Office,Central,Missouri,Saint Peters,697.16,3,2017,2,RD-19660,Robert Dilbeck,2,713.68,356.84,"2017-09-22 00:00:00",100,3,3,3,9,"333",Спящие клиенты
MO-17500,Mary O'Rourke,CA-2017-102981,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Technology,Accessories,"2017-09-06 00:00:00","2017-09-09 00:00:00",Second Class,Consumer,East,New York,New York City,31.86,9,2017,2,MO-17500,Mary O'Rourke,2,813.96,271.32,"2017-10-04 00:00:00",88,3,3,3,9,"333",Спящие клиенты
MO-17500,Mary O'Rourke,CA-2017-102981,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,Bookcases,"2017-09-06 00:00:00","2017-09-09 00:00:00",Second Class,Consumer,East,New York,New York City,722.35,9,2017,2,MO-17500,Mary O'Rourke,2,813.96,271.32,"2017-10-04 00:00:00",88,3,3,3,9,"333",Спящие клиенты
ZC-21910,Zuschuss Carroll,CA-2017-169103,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,"2017-03-08 00:00:00","2017-03-13 00:00:00",Standard Class,Consumer,South,Florida,Miami,1363.96,3,2017,3,ZC-21910,Zuschuss Carroll,3,3215.73,357.3,"2017-04-08 00:00:00",267,4,4,4,12,"444",Потерянные клиенты
ZC-21910,Zuschuss Carroll,CA-2017-169103,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,"2017-03-08 00:00:00","2017-03-13 00:00:00",Standard Class,Consumer,South,Florida,Miami,102.36,3,2017,3,ZC-21910,Zuschuss Carroll,3,3215.73,357.3,"2017-04-08 00:00:00",267,4,4,4,12,"444",Потерянные клиенты
MG-17650,Matthew Grinstein,CA-2017-105284,OFF-FA-10001754,Stockwell Gold Paper Clips,Office Supplies,Fasteners,"2017-11-24 00:00:00","2017-12-01 00:00:00",Standard Class,Home Office,East,Pennsylvania,Philadelphia,4.42,11,2017,2,MG-17650,Matthew Grinstein,2,736.59,147.32,"2017-12-12 00:00:00",19,1,3,3,7,"133",Новые клиенты
BD-11620,Brian DeCherney,CA-2017-157686,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,"2017-10-01 00:00:00","2017-10-02 00:00:00",First Class,Consumer,West,California,San Francisco,194.85,10,2017,4,BD-11620,Brian DeCherney,4,645.36,129.07,"2017-12-31 00:00:00",0,1,4,3,8,"143",Новые клиенты
EH-14005,Erica Hernandez,CA-2017-152814,OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,"2017-04-28 00:00:00","2017-05-02 00:00:00",Standard Class,Home Office,West,Colorado,Denver,29.47,4,2017,1,EH-14005,Erica Hernandez,1,29.47,29.47,"2017-04-28 00:00:00",247,4,1,1,6,"411",Потерянные клиенты
MS-17710,Maurice Satty,CA-2017-134348,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,"2017-11-12 00:00:00","2017-11-19 00:00:00",Standard Class,Consumer,West,Arizona,Mesa,6.27,11,2017,2,MS-17710,Maurice Satty,2,519.76,74.25,"2017-11-12 00:00:00",49,2,3,3,8,"233",Лояльные клиенты
MS-17710,Maurice Satty,CA-2017-134348,OFF-BI-10004967,Round Ring Binders,Office Supplies,Binders,"2017-11-12 00:00:00","2017-11-19 00:00:00",Standard Class,Consumer,West,Arizona,Mesa,4.37,11,2017,2,MS-17710,Maurice Satty,2,519.76,74.25,"2017-11-12 00:00:00",49,2,3,3,8,"233",Лояльные клиенты
MS-17710,Maurice Satty,CA-2017-134348,TEC-AC-10003447,Micropad Numeric Keypads,Technology,Accessories,"2017-11-12 00:00:00","2017-11-19 00:00:00",Standard Class,Consumer,West,Arizona,Mesa,31.98,11,2017,2,MS-17710,Maurice Satty,2,519.76,74.25,"2017-11-12 00:00:00",49,2,3,3,8,"233",Лояльные клиенты
CC-12100,Chad Cunningham,CA-2017-161781,OFF-AR-10000255,Newell 328,Office Supplies,Art,"2017-09-29 00:00:00","2017-09-30 00:00:00",First Class,Home Office,Central,Indiana,Columbus,40.88,9,2017,2,CC-12100,Chad Cunningham,2,126.09,25.22,"2017-09-29 00:00:00",93,3,2,2,7,"322",Спящие клиенты
KD-16270,Karen Daniels,US-2017-143819,FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,"2017-03-01 00:00:00","2017-03-05 00:00:00",Standard Class,Consumer,East,New York,Yonkers,836.59,3,2017,3,KD-16270,Karen Daniels,3,6317.16,902.45,"2017-09-02 00:00:00",120,3,4,4,11,"344",Спящие клиенты
KD-16270,Karen Daniels,US-2017-143819,OFF-PA-10003127,Easy-staple paper,Office Supplies,Paper,"2017-03-01 00:00:00","2017-03-05 00:00:00",Standard Class,Consumer,East,New York,Yonkers,26.38,3,2017,3,KD-16270,Karen Daniels,3,6317.16,902.45,"2017-09-02 00:00:00",120,3,4,4,11,"344",Спящие клиенты
KD-16270,Karen Daniels,US-2017-143819,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,"2017-03-01 00:00:00","2017-03-05 00:00:00",Standard Class,Consumer,East,New York,Yonkers,362.92,3,2017,3,KD-16270,Karen Daniels,3,6317.16,902.45,"2017-09-02 00:00:00",120,3,4,4,11,"344",Спящие клиенты
KD-16270,Karen Daniels,US-2017-143819,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,Technology,Machines,"2017-03-01 00:00:00","2017-03-05 00:00:00",Standard Class,Consumer,East,New York,Yonkers,4899.93,3,2017,3,KD-16270,Karen Daniels,3,6317.16,902.45,"2017-09-02 00:00:00",120,3,4,4,11,"344",Спящие клиенты
LC-16870,Lena Cacioppo,CA-2017-167584,OFF-PA-10000029,Xerox 224,Office Supplies,Paper,"2017-08-12 00:00:00","2017-08-12 00:00:00",Same Day,Consumer,Central,Iowa,Des Moines,6.48,8,2017,3,LC-16870,Lena Cacioppo,3,426.66,71.11,"2017-08-12 00:00:00",141,3,4,2,9,"342",Спящие клиенты
CY-12745,Craig Yedwab,CA-2017-166163,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,"2017-08-15 00:00:00","2017-08-20 00:00:00",Second Class,Corporate,West,California,Oakland,71.98,8,2017,2,CY-12745,Craig Yedwab,2,162.41,54.14,"2017-09-03 00:00:00",119,3,2,2,7,"322",Спящие клиенты
CY-12745,Craig Yedwab,CA-2017-166163,OFF-LA-10000452,Avery 488,Office Supplies,Labels,"2017-08-15 00:00:00","2017-08-20 00:00:00",Second Class,Corporate,West,California,Oakland,3.15,8,2017,2,CY-12745,Craig Yedwab,2,162.41,54.14,"2017-09-03 00:00:00",119,3,2,2,7,"322",Спящие клиенты
PV-18985,Paul Van Hugh,CA-2017-107216,OFF-AR-10001545,Newell 326,Office Supplies,Art,"2017-06-14 00:00:00","2017-06-17 00:00:00",First Class,Home Office,West,California,San Francisco,7.04,6,2017,2,PV-18985,Paul Van Hugh,2,544.02,108.8,"2017-06-14 00:00:00",200,4,3,3,10,"433",Потерянные клиенты
PV-18985,Paul Van Hugh,CA-2017-107216,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,"2017-06-14 00:00:00","2017-06-17 00:00:00",First Class,Home Office,West,California,San Francisco,8.73,6,2017,2,PV-18985,Paul Van Hugh,2,544.02,108.8,"2017-06-14 00:00:00",200,4,3,3,10,"433",Потерянные клиенты
PV-18985,Paul Van Hugh,CA-2017-107216,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,"2017-06-14 00:00:00","2017-06-17 00:00:00",First Class,Home Office,West,California,San Francisco,29.29,6,2017,2,PV-18985,Paul Van Hugh,2,544.02,108.8,"2017-06-14 00:00:00",200,4,3,3,10,"433",Потерянные клиенты
PV-18985,Paul Van Hugh,CA-2017-107216,OFF-AR-10002255,Newell 346,Office Supplies,Art,"2017-06-14 00:00:00","2017-06-17 00:00:00",First Class,Home Office,West,California,San Francisco,8.64,6,2017,2,PV-18985,Paul Van Hugh,2,544.02,108.8,"2017-06-14 00:00:00",200,4,3,3,10,"433",Потерянные клиенты
NM-18520,Neoma Murray,CA-2017-112340,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,"2017-10-21 00:00:00","2017-10-27 00:00:00",Standard Class,Consumer,West,California,Riverside,22.92,10,2017,6,NM-18520,Neoma Murray,6,2041.88,226.88,"2017-12-23 00:00:00",8,1,4,4,9,"144",Новые клиенты
EH-13945,Eric Hoffmann,US-2017-110156,OFF-ST-10000642,"Tennsco Lockers, Gray",Office Supplies,Storage,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,100.7,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
EH-13945,Eric Hoffmann,US-2017-110156,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,2.33,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
EH-13945,Eric Hoffmann,US-2017-110156,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,10.78,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
EH-13945,Eric Hoffmann,US-2017-110156,OFF-FA-10003495,Staples,Office Supplies,Fasteners,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,58.37,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
EH-13945,Eric Hoffmann,US-2017-110156,OFF-EN-10003798,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",Office Supplies,Envelopes,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,40.97,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
EH-13945,Eric Hoffmann,US-2017-110156,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,71.96,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
EH-13945,Eric Hoffmann,US-2017-110156,OFF-PA-10004735,Xerox 1905,Office Supplies,Paper,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,10.37,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
EH-13945,Eric Hoffmann,US-2017-110156,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,"2017-11-19 00:00:00","2017-11-24 00:00:00",Standard Class,Consumer,Central,Texas,Houston,1.19,11,2017,3,EH-13945,Eric Hoffmann,3,477.65,43.42,"2017-11-26 00:00:00",35,2,4,2,8,"242",Лояльные клиенты
DL-13495,Dionis Lloyd,CA-2017-144855,OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,"2017-07-22 00:00:00","2017-07-24 00:00:00",Second Class,Corporate,West,California,San Francisco,6.3,7,2017,3,DL-13495,Dionis Lloyd,3,1159.9,386.63,"2017-10-07 00:00:00",85,3,4,3,10,"343",Спящие клиенты
BD-11605,Brian Dahlen,CA-2017-112102,FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,"2017-04-12 00:00:00","2017-04-16 00:00:00",Standard Class,Consumer,South,Virginia,Springfield,343.92,4,2017,2,BD-11605,Brian Dahlen,2,619.6,154.9,"2017-12-30 00:00:00",1,1,3,3,7,"133",Новые клиенты
BD-11605,Brian Dahlen,CA-2017-112102,OFF-PA-10000100,Xerox 1945,Office Supplies,Paper,"2017-04-12 00:00:00","2017-04-16 00:00:00",Standard Class,Consumer,South,Virginia,Springfield,40.99,4,2017,2,BD-11605,Brian Dahlen,2,619.6,154.9,"2017-12-30 00:00:00",1,1,3,3,7,"133",Новые клиенты
BD-11605,Brian Dahlen,CA-2017-112102,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,"2017-04-12 00:00:00","2017-04-16 00:00:00",Standard Class,Consumer,South,Virginia,Springfield,63.9,4,2017,2,BD-11605,Brian Dahlen,2,619.6,154.9,"2017-12-30 00:00:00",1,1,3,3,7,"133",Новые клиенты
GG-14650,Greg Guthrie,US-2017-114776,OFF-PA-10004100,Xerox 216,Office Supplies,Paper,"2017-12-06 00:00:00","2017-12-07 00:00:00",First Class,Corporate,West,California,Antioch,19.44,12,2017,3,GG-14650,Greg Guthrie,3,219.81,54.95,"2017-12-06 00:00:00",25,1,3,2,6,"132",Новые клиенты
JS-15940,Joni Sundaresam,US-2017-134908,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,"2017-06-05 00:00:00","2017-06-09 00:00:00",Standard Class,Home Office,East,Pennsylvania,Philadelphia,124.61,6,2017,2,JS-15940,Joni Sundaresam,2,184.32,36.86,"2017-09-23 00:00:00",99,3,2,2,7,"322",Спящие клиенты
JS-15940,Joni Sundaresam,US-2017-134908,OFF-LA-10000973,Avery 502,Office Supplies,Labels,"2017-06-05 00:00:00","2017-06-09 00:00:00",Standard Class,Home Office,East,Pennsylvania,Philadelphia,7.56,6,2017,2,JS-15940,Joni Sundaresam,2,184.32,36.86,"2017-09-23 00:00:00",99,3,2,2,7,"322",Спящие клиенты
LR-16915,Lena Radford,US-2017-148803,OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,Storage,"2017-12-11 00:00:00","2017-12-11 00:00:00",Same Day,Consumer,South,Florida,Homestead,85.22,12,2017,3,LR-16915,Lena Radford,3,2003.93,250.49,"2017-12-11 00:00:00",20,1,4,4,9,"144",Новые клиенты
FH-14275,Frank Hawley,CA-2017-152170,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes,"2017-11-12 00:00:00","2017-11-15 00:00:00",Second Class,Corporate,Central,Indiana,La Porte,287.52,11,2017,2,FH-14275,Frank Hawley,2,392.07,65.34,"2017-11-12 00:00:00",49,2,3,2,7,"232",Лояльные клиенты
FH-14275,Frank Hawley,CA-2017-152170,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,"2017-11-12 00:00:00","2017-11-15 00:00:00",Second Class,Corporate,Central,Indiana,La Porte,37.68,11,2017,2,FH-14275,Frank Hawley,2,392.07,65.34,"2017-11-12 00:00:00",49,2,3,2,7,"232",Лояльные клиенты
FH-14275,Frank Hawley,CA-2017-152170,OFF-PA-10001763,Xerox 1896,Office Supplies,Paper,"2017-11-12 00:00:00","2017-11-15 00:00:00",Second Class,Corporate,Central,Indiana,La Porte,19.98,11,2017,2,FH-14275,Frank Hawley,2,392.07,65.34,"2017-11-12 00:00:00",49,2,3,2,7,"232",Лояльные клиенты
FH-14275,Frank Hawley,CA-2017-152170,OFF-AR-10003394,Newell 332,Office Supplies,Art,"2017-11-12 00:00:00","2017-11-15 00:00:00",Second Class,Corporate,Central,Indiana,La Porte,20.58,11,2017,2,FH-14275,Frank Hawley,2,392.07,65.34,"2017-11-12 00:00:00",49,2,3,2,7,"232",Лояльные клиенты
FH-14275,Frank Hawley,CA-2017-152170,OFF-BI-10002072,Cardinal Slant-D Ring Binders,Office Supplies,Binders,"2017-11-12 00:00:00","2017-11-15 00:00:00",Second Class,Corporate,Central,Indiana,La Porte,17.38,11,2017,2,FH-14275,Frank Hawley,2,392.07,65.34,"2017-11-12 00:00:00",49,2,3,2,7,"232",Лояльные клиенты
KL-16555,Kelly Lampkin,CA-2017-160395,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,"2017-12-31 00:00:00","2018-01-06 00:00:00",Standard Class,Corporate,West,Nevada,Reno,3.64,12,2017,3,KL-16555,Kelly Lampkin,3,1069.45,133.68,"2017-12-31 00:00:00",0,1,4,3,8,"143",Новые клиенты
KL-16555,Kelly Lampkin,CA-2017-160395,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,"2017-12-31 00:00:00","2018-01-06 00:00:00",Standard Class,Corporate,West,Nevada,Reno,159.77,12,2017,3,KL-16555,Kelly Lampkin,3,1069.45,133.68,"2017-12-31 00:00:00",0,1,4,3,8,"143",Новые клиенты
GB-14530,George Bell,CA-2017-149314,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,"2017-07-02 00:00:00","2017-07-07 00:00:00",Second Class,Corporate,West,California,Los Angeles,195.18,7,2017,4,GB-14530,George Bell,4,845.73,105.72,"2017-12-09 00:00:00",22,1,4,3,8,"143",Новые клиенты
AB-10060,Adam Bellavance,CA-2017-161207,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,"2017-08-29 00:00:00","2017-09-03 00:00:00",Standard Class,Home Office,East,New Hampshire,Concord,27.93,8,2017,3,AB-10060,Adam Bellavance,3,4800.82,533.42,"2017-09-01 00:00:00",121,3,4,4,11,"344",Спящие клиенты
JE-15745,Joel Eaton,CA-2017-113621,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,"2017-12-01 00:00:00","2017-12-05 00:00:00",Standard Class,Consumer,East,Maryland,Rockville,172.5,12,2017,3,JE-15745,Joel Eaton,3,568.87,142.22,"2017-12-01 00:00:00",30,1,4,3,8,"143",Новые клиенты
JE-15745,Joel Eaton,CA-2017-113621,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,"2017-12-01 00:00:00","2017-12-05 00:00:00",Standard Class,Consumer,East,Maryland,Rockville,179.97,12,2017,3,JE-15745,Joel Eaton,3,568.87,142.22,"2017-12-01 00:00:00",30,1,4,3,8,"143",Новые клиенты
CA-12055,Cathy Armstrong,CA-2017-168081,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,"2017-04-24 00:00:00","2017-04-27 00:00:00",Second Class,Home Office,Central,Texas,Houston,258.7,4,2017,4,CA-12055,Cathy Armstrong,4,1589.86,227.12,"2017-11-24 00:00:00",37,2,4,4,10,"244",Лояльные клиенты
ZC-21910,Zuschuss Carroll,CA-2017-130946,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,"2017-04-08 00:00:00","2017-04-12 00:00:00",Standard Class,Consumer,Central,Texas,Houston,431.93,4,2017,3,ZC-21910,Zuschuss Carroll,3,3215.73,357.3,"2017-04-08 00:00:00",267,4,4,4,12,"444",Потерянные клиенты
ZC-21910,Zuschuss Carroll,CA-2017-130946,FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,"2017-04-08 00:00:00","2017-04-12 00:00:00",Standard Class,Consumer,Central,Texas,Houston,95.98,4,2017,3,ZC-21910,Zuschuss Carroll,3,3215.73,357.3,"2017-04-08 00:00:00",267,4,4,4,12,"444",Потерянные клиенты
ZC-21910,Zuschuss Carroll,CA-2017-130946,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,"2017-04-08 00:00:00","2017-04-12 00:00:00",Standard Class,Consumer,Central,Texas,Houston,1088.79,4,2017,3,ZC-21910,Zuschuss Carroll,3,3215.73,357.3,"2017-04-08 00:00:00",267,4,4,4,12,"444",Потерянные клиенты
